episode,reward,waiting_time,steps,avg_queue
851,-42,34.4,200,34.4
852,-42,34.4,200,34.4
853,-62,33.68,200,33.68
854,-42,36.485,200,36.485
855,-42,34.4,200,34.4
856,-42,34.4,200,34.4
857,-42,34.4,200,34.4
858,-42,36.16,200,36.16
859,-42,34.4,200,34.4
860,-42,34.4,200,34.4
861,-42,34.4,200,34.4
862,-42,34.4,200,34.4
863,-42,34.4,200,34.4
864,-42,34.4,200,34.4
865,-42,34.4,200,34.4
866,-42,34.4,200,34.4
867,-50,34.285,200,34.285
868,-42,34.4,200,34.4
869,-42,36.16,200,36.16
870,-42,34.4,200,34.4
871,-71,36.275,200,36.275
872,-42,34.4,200,34.4
873,-42,34.4,200,34.4
874,-118,35.04,200,35.04
875,-42,36.485,200,36.485
876,-42,34.4,200,34.4
877,-38,37.065,200,37.065
878,-42,34.4,200,34.4
879,-42,34.4,200,34.4
880,-50,34.285,200,34.285
881,-42,34.4,200,34.4
882,-38,37.065,200,37.065
883,-42,34.4,200,34.4
884,-42,34.4,200,34.4
885,-42,34.4,200,34.4
886,-50,34.285,200,34.285
887,-42,34.4,200,34.4
888,-42,34.4,200,34.4
889,-38,37.065,200,37.065
890,-42,34.4,200,34.4
891,-56,33.465,200,33.465
892,-42,34.4,200,34.4
893,-42,34.4,200,34.4
894,-50,34.285,200,34.285
895,-50,34.285,200,34.285
896,-42,34.4,200,34.4
897,-76,32.285,200,32.285
898,-54,33.775,200,33.775
899,-42,34.4,200,34.4
900,-100,31.215,200,31.215
901,-74,32.375,200,32.375
902,-42,34.4,200,34.4
903,-58,33.64,200,33.64
904,-42,34.4,200,34.4
905,-58,33.64,200,33.64
906,-148,29.73,200,29.73
907,-42,34.4,200,34.4
908,-42,34.4,200,34.4
909,-42,34.4,200,34.4
910,-64,33.05,200,33.05
911,-108,34.11,200,34.11
912,-42,34.4,200,34.4
913,-42,34.4,200,34.4
914,-50,34.285,200,34.285
915,-62,35.115,200,35.115
916,-42,34.4,200,34.4
917,-42,34.4,200,34.4
918,-58,33.64,200,33.64
919,-42,34.4,200,34.4
920,-72,33.41,200,33.41
921,-42,34.4,200,34.4
922,-42,34.4,200,34.4
923,-42,34.4,200,34.4
924,-42,34.4,200,34.4
925,-42,34.4,200,34.4
926,-42,34.4,200,34.4
927,-42,34.4,200,34.4
928,-42,34.4,200,34.4
929,-50,35.695,200,35.695
930,-50,34.285,200,34.285
931,-42,34.4,200,34.4
932,-54,33.775,200,33.775
933,-54,35.375,200,35.375
934,-42,34.4,200,34.4
935,-42,34.4,200,34.4
936,-42,34.4,200,34.4
937,-80,32.255,200,32.255
938,-42,34.4,200,34.4
939,-42,34.4,200,34.4
940,-42,34.4,200,34.4
941,-42,34.4,200,34.4
942,-42,34.4,200,34.4
943,-42,34.4,200,34.4
944,-54,33.775,200,33.775
945,-42,34.4,200,34.4
946,-42,34.4,200,34.4
947,-54,33.775,200,33.775
948,-42,34.4,200,34.4
949,-42,34.4,200,34.4
950,-42,34.4,200,34.4
951,-42,34.4,200,34.4
952,-42,34.4,200,34.4
953,-42,34.4,200,34.4
954,-104,33.5,200,33.5
955,-42,34.4,200,34.4
956,-138,30.705,200,30.705
957,-62,33.175,200,33.175
958,-114,30.71,200,30.71
959,-104,30.305,200,30.305
960,-74,32.555,200,32.555
961,-42,34.4,200,34.4
962,-114,33.535,200,33.535
963,-42,34.4,200,34.4
964,-42,34.4,200,34.4
965,-50,34.285,200,34.285
966,-42,34.4,200,34.4
967,-42,34.4,200,34.4
968,-42,34.4,200,34.4
969,-64,33.66,200,33.66
970,-106,33.93,200,33.93
971,-68,33.2,200,33.2
972,-84,32.12,200,32.12
973,-150,29.03,200,29.03
974,-104,33.95,200,33.95
975,-108,29.9,200,29.9
976,-278,28.91,200,28.91
977,-118,33.015,200,33.015
978,-54,33.775,200,33.775
979,-58,33.64,200,33.64
980,-42,36.485,200,36.485
981,-42,34.4,200,34.4
982,-72,33.505,200,33.505
983,-42,34.4,200,34.4
984,-58,36.4,200,36.4
985,-132,33.18,200,33.18
986,-172,30.73,200,30.73
987,-42,34.4,200,34.4
988,-112,33.57,200,33.57
989,-46,36.0,200,36.0
990,-80,33.485,200,33.485
991,-54,33.775,200,33.775
992,-182,29.005,200,29.005
993,-50,35.695,200,35.695
994,-42,34.4,200,34.4
995,-78,32.56,200,32.56
996,-42,36.365,200,36.365
997,-82,34.06,200,34.06
998,-38,37.065,200,37.065
999,-166,32.37,200,32.37
1000,-38,37.065,200,37.065
1001,-50,36.39,200,36.39
1002,-50,34.285,200,34.285
1003,-42,36.365,200,36.365
1004,-42,34.4,200,34.4
1005,-42,36.16,200,36.16
1006,-42,34.4,200,34.4
1007,-52,35.8,200,35.8
1008,-42,36.485,200,36.485
1009,-42,34.4,200,34.4
1010,-78,32.61,200,32.61
1011,-70,34.12,200,34.12
1012,-70,32.63,200,32.63
1013,-42,34.4,200,34.4
1014,-50,34.285,200,34.285
1015,-56,35.725,200,35.725
1016,-42,34.4,200,34.4
1017,-42,34.4,200,34.4
1018,-50,34.285,200,34.285
1019,-42,34.4,200,34.4
1020,-42,34.4,200,34.4
1021,-38,37.065,200,37.065
1022,-54,35.375,200,35.375
1023,-64,35.145,200,35.145
1024,-56,35.45,200,35.45
1025,-54,33.775,200,33.775
1026,-42,34.4,200,34.4
1027,-42,36.16,200,36.16
1028,-42,34.4,200,34.4
1029,-62,34.765,200,34.765
1030,-42,36.485,200,36.485
1031,-42,34.4,200,34.4
1032,-52,35.8,200,35.8
1033,-42,36.485,200,36.485
1034,-42,34.4,200,34.4
1035,-42,34.4,200,34.4
1036,-52,36.185,200,36.185
1037,-42,34.4,200,34.4
1038,-42,34.4,200,34.4
1039,-100,32.84,200,32.84
1040,-70,32.87,200,32.87
1041,-42,34.4,200,34.4
1042,-42,34.4,200,34.4
1043,-72,32.875,200,32.875
1044,-42,34.4,200,34.4
1045,-42,34.4,200,34.4
1046,-42,34.4,200,34.4
1047,-42,34.4,200,34.4
1048,-42,34.4,200,34.4
1049,-38,37.065,200,37.065
1050,-42,34.4,200,34.4
1051,-58,33.64,200,33.64
1052,-42,34.4,200,34.4
1053,-42,34.4,200,34.4
1054,-60,35.125,200,35.125
1055,-42,34.4,200,34.4
1056,-42,34.4,200,34.4
1057,-42,34.4,200,34.4
1058,-42,34.4,200,34.4
1059,-62,35.49,200,35.49
1060,-42,34.4,200,34.4
1061,-42,34.4,200,34.4
1062,-42,34.4,200,34.4
1063,-42,34.4,200,34.4
1064,-80,32.255,200,32.255
1065,-42,34.4,200,34.4
1066,-42,34.4,200,34.4
1067,-42,34.4,200,34.4
1068,-42,34.4,200,34.4
1069,-42,34.4,200,34.4
1070,-56,33.465,200,33.465
1071,-42,34.4,200,34.4
1072,-56,33.465,200,33.465
1073,-42,34.4,200,34.4
1074,-126,32.225,200,32.225
1075,-42,34.4,200,34.4
1076,-68,33.2,200,33.2
1077,-76,34.47,200,34.47
1078,-42,34.4,200,34.4
1079,-90,32.33,200,32.33
1080,-42,34.4,200,34.4
1081,-98,31.715,200,31.715
1082,-80,31.955,200,31.955
1083,-88,32.0,200,32.0
1084,-88,32.345,200,32.345
1085,-42,34.4,200,34.4
1086,-70,33.57,200,33.57
1087,-42,36.16,200,36.16
1088,-42,36.16,200,36.16
1089,-76,36.16,200,36.16
1090,-42,34.4,200,34.4
1091,-38,37.065,200,37.065
1092,-38,37.065,200,37.065
1093,-42,34.4,200,34.4
1094,-56,33.465,200,33.465
1095,-52,35.51,200,35.51
1096,-38,37.065,200,37.065
1097,-42,34.4,200,34.4
1098,-42,34.4,200,34.4
1099,-42,34.4,200,34.4
1100,-50,34.285,200,34.285
1101,-46,36.0,200,36.0
1102,-42,34.4,200,34.4
1103,-42,34.4,200,34.4
1104,-42,34.4,200,34.4
1105,-42,34.4,200,34.4
1106,-42,34.4,200,34.4
1107,-50,36.39,200,36.39
1108,-42,36.485,200,36.485
1109,-52,35.8,200,35.8
1110,-38,37.065,200,37.065
1111,-38,37.065,200,37.065
1112,-42,36.365,200,36.365
1113,-38,37.065,200,37.065
1114,-42,34.4,200,34.4
1115,-46,36.0,200,36.0
1116,-38,37.065,200,37.065
1117,-42,36.365,200,36.365
1118,-186,32.09,200,32.09
1119,-84,32.98,200,32.98
1120,-112,33.445,200,33.445
1121,-108,34.105,200,34.105
1122,-92,33.395,200,33.395
1123,-58,34.185,200,34.185
1124,-105,33.625,200,33.625
1125,-84,36.0,200,36.0
1126,-42,34.4,200,34.4
1127,-52,35.8,200,35.8
1128,-120,30.38,200,30.38
1129,-68,32.635,200,32.635
1130,-42,34.4,200,34.4
1131,-94,31.775,200,31.775
1132,-58,34.185,200,34.185
1133,-42,36.365,200,36.365
1134,-62,33.39,200,33.39
1135,-42,34.4,200,34.4
1136,-42,36.485,200,36.485
1137,-84,32.165,200,32.165
1138,-42,34.4,200,34.4
1139,-78,32.27,200,32.27
1140,-58,34.185,200,34.185
1141,-42,34.4,200,34.4
1142,-42,34.4,200,34.4
1143,-46,36.0,200,36.0
1144,-42,34.4,200,34.4
1145,-42,36.485,200,36.485
1146,-38,37.065,200,37.065
1147,-80,34.44,200,34.44
1148,-38,37.065,200,37.065
1149,-38,37.065,200,37.065
1150,-118,33.75,200,33.75
1151,-50,34.285,200,34.285
1152,-64,32.915,200,32.915
1153,-42,34.4,200,34.4
1154,-42,34.4,200,34.4
1155,-62,35.89,200,35.89
1156,-68,33.2,200,33.2
1157,-42,34.4,200,34.4
1158,-54,33.775,200,33.775
1159,-38,37.065,200,37.065
1160,-88,31.565,200,31.565
1161,-38,37.065,200,37.065
1162,-52,36.025,200,36.025
1163,-38,37.065,200,37.065
1164,-42,34.4,200,34.4
1165,-58,33.64,200,33.64
1166,-42,34.4,200,34.4
1167,-120,34.825,200,34.825
1168,-38,37.065,200,37.065
1169,-116,33.015,200,33.015
1170,-42,34.4,200,34.4
1171,-56,35.725,200,35.725
1172,-38,37.065,200,37.065
1173,-38,37.065,200,37.065
1174,-54,33.775,200,33.775
1175,-42,34.4,200,34.4
1176,-42,34.4,200,34.4
1177,-42,36.365,200,36.365
1178,-54,33.775,200,33.775
1179,-42,34.4,200,34.4
1180,-42,34.4,200,34.4
1181,-116,32.925,200,32.925
1182,-38,37.065,200,37.065
1183,-38,37.065,200,37.065
1184,-42,34.4,200,34.4
1185,-42,34.4,200,34.4
1186,-64,35.24,200,35.24
1187,-42,34.4,200,34.4
1188,-42,34.4,200,34.4
1189,-42,34.4,200,34.4
1190,-42,34.4,200,34.4
1191,-38,37.065,200,37.065
1192,-42,36.16,200,36.16
1193,-42,34.4,200,34.4
1194,-42,34.4,200,34.4
1195,-42,34.4,200,34.4
1196,-42,34.4,200,34.4
1197,-42,34.4,200,34.4
1198,-58,35.805,200,35.805
1199,-42,36.485,200,36.485
1200,-42,34.4,200,34.4
1201,-42,34.4,200,34.4
1202,-42,34.4,200,34.4
1203,-42,34.4,200,34.4
1204,-42,34.4,200,34.4
1205,-38,37.065,200,37.065
1206,-38,37.065,200,37.065
1207,-72,34.97,200,34.97
1208,-38,37.065,200,37.065
1209,-58,34.185,200,34.185
1210,-42,34.4,200,34.4
1211,-46,36.0,200,36.0
1212,-42,34.4,200,34.4
1213,-64,32.915,200,32.915
1214,-42,36.365,200,36.365
1215,-38,37.065,200,37.065
1216,-98,36.595,200,36.595
1217,-92,33.385,200,33.385
1218,-38,37.065,200,37.065
1219,-54,35.67,200,35.67
1220,-42,36.485,200,36.485
1221,-102,34.965,200,34.965
1222,-38,37.065,200,37.065
1223,-58,36.4,200,36.4
1224,-38,37.065,200,37.065
1225,-62,33.68,200,33.68
1226,-42,36.16,200,36.16
1227,-56,33.465,200,33.465
1228,-50,34.285,200,34.285
1229,-42,34.4,200,34.4
1230,-42,34.4,200,34.4
1231,-42,34.4,200,34.4
1232,-52,36.185,200,36.185
1233,-38,37.065,200,37.065
1234,-42,36.485,200,36.485
1235,-70,36.485,200,36.485
1236,-54,33.775,200,33.775
1237,-46,36.0,200,36.0
1238,-198,28.535,200,28.535
1239,-112,35.9,200,35.9
1240,-82,33.91,200,33.91
1241,-88,31.75,200,31.75
1242,-90,33.605,200,33.605
1243,-54,33.775,200,33.775
1244,-42,34.4,200,34.4
1245,-60,33.335,200,33.335
1246,-80,32.105,200,32.105
1247,-76,32.255,200,32.255
1248,-64,32.915,200,32.915
1249,-142,34.865,200,34.865
1250,-128,29.46,200,29.46
1251,-38,37.065,200,37.065
1252,-58,33.64,200,33.64
1253,-54,35.825,200,35.825
1254,-42,36.16,200,36.16
1255,-54,33.775,200,33.775
1256,-122,31.72,200,31.72
1257,-92,33.395,200,33.395
1258,-58,33.64,200,33.64
1259,-120,32.475,200,32.475
1260,-46,36.0,200,36.0
1261,-38,37.065,200,37.065
1262,-46,36.0,200,36.0
1263,-42,34.4,200,34.4
1264,-54,33.775,200,33.775
1265,-50,34.285,200,34.285
1266,-70,33.015,200,33.015
1267,-42,36.365,200,36.365
1268,-42,34.4,200,34.4
1269,-42,36.485,200,36.485
1270,-120,33.395,200,33.395
1271,-42,36.485,200,36.485
1272,-38,37.065,200,37.065
1273,-42,36.16,200,36.16
1274,-42,34.4,200,34.4
1275,-38,37.065,200,37.065
1276,-38,37.065,200,37.065
1277,-78,32.27,200,32.27
1278,-42,34.4,200,34.4
1279,-86,31.675,200,31.675
1280,-42,34.4,200,34.4
1281,-50,34.285,200,34.285
1282,-62,35.89,200,35.89
1283,-80,32.105,200,32.105
1284,-38,37.065,200,37.065
1285,-42,34.4,200,34.4
1286,-42,34.4,200,34.4
1287,-42,34.4,200,34.4
1288,-56,33.465,200,33.465
1289,-42,34.4,200,34.4
1290,-50,34.285,200,34.285
1291,-42,34.4,200,34.4
1292,-42,34.4,200,34.4
1293,-58,33.64,200,33.64
1294,-50,34.285,200,34.285
1295,-54,33.775,200,33.775
1296,-42,34.4,200,34.4
1297,-42,36.365,200,36.365
1298,-38,37.065,200,37.065
1299,-42,34.4,200,34.4
1300,-42,34.4,200,34.4
1301,-42,34.4,200,34.4
1302,-50,34.285,200,34.285
1303,-42,34.4,200,34.4
1304,-42,34.4,200,34.4
1305,-38,37.065,200,37.065
1306,-42,34.4,200,34.4
1307,-42,34.4,200,34.4
1308,-42,34.4,200,34.4
1309,-42,34.4,200,34.4
1310,-110,35.165,200,35.165
1311,-42,34.4,200,34.4
1312,-42,34.4,200,34.4
1313,-62,33.39,200,33.39
1314,-54,33.775,200,33.775
1315,-42,34.4,200,34.4
1316,-58,33.64,200,33.64
1317,-38,37.065,200,37.065
1318,-42,34.4,200,34.4
1319,-42,34.4,200,34.4
1320,-42,34.4,200,34.4
1321,-42,34.4,200,34.4
1322,-56,33.465,200,33.465
1323,-42,34.4,200,34.4
1324,-109,34.55,200,34.55
1325,-42,34.4,200,34.4
1326,-56,33.465,200,33.465
1327,-42,34.4,200,34.4
1328,-42,34.4,200,34.4
1329,-42,34.4,200,34.4
1330,-42,34.4,200,34.4
1331,-42,34.4,200,34.4
1332,-42,34.4,200,34.4
1333,-42,34.4,200,34.4
1334,-42,34.4,200,34.4
1335,-42,34.4,200,34.4
1336,-42,34.4,200,34.4
1337,-42,34.4,200,34.4
1338,-42,36.365,200,36.365
1339,-52,36.025,200,36.025
1340,-102,35.885,200,35.885
1341,-42,36.365,200,36.365
1342,-42,36.16,200,36.16
1343,-64,35.52,200,35.52
1344,-54,35.67,200,35.67
1345,-42,36.485,200,36.485
1346,-92,33.785,200,33.785
1347,-42,36.485,200,36.485
1348,-38,37.065,200,37.065
1349,-66,35.11,200,35.11
1350,-42,36.365,200,36.365
1351,-42,36.485,200,36.485
1352,-58,36.4,200,36.4
1353,-54,35.67,200,35.67
1354,-42,36.485,200,36.485
1355,-62,35.89,200,35.89
1356,-64,35.31,200,35.31
1357,-42,36.485,200,36.485
1358,-54,35.825,200,35.825
1359,-104,36.005,200,36.005
1360,-38,37.065,200,37.065
1361,-38,37.065,200,37.065
1362,-106,35.98,200,35.98
1363,-42,36.485,200,36.485
1364,-42,36.485,200,36.485
1365,-38,37.065,200,37.065
1366,-38,37.065,200,37.065
1367,-42,36.485,200,36.485
1368,-100,36.595,200,36.595
1369,-56,35.495,200,35.495
1370,-38,37.065,200,37.065
1371,-38,37.065,200,37.065
1372,-42,36.485,200,36.485
1373,-42,36.485,200,36.485
1374,-72,32.875,200,32.875
1375,-66,35.21,200,35.21
1376,-58,35.315,200,35.315
1377,-42,36.16,200,36.16
1378,-38,37.065,200,37.065
1379,-104,36.005,200,36.005
1380,-38,37.065,200,37.065
1381,-42,36.485,200,36.485
1382,-38,37.065,200,37.065
1383,-38,37.065,200,37.065
1384,-56,35.45,200,35.45
1385,-42,34.4,200,34.4
1386,-110,33.12,200,33.12
1387,-58,35.235,200,35.235
1388,-42,36.16,200,36.16
1389,-82,32.405,200,32.405
1390,-122,31.635,200,31.635
1391,-62,35.89,200,35.89
1392,-54,33.775,200,33.775
1393,-64,33.545,200,33.545
1394,-42,36.485,200,36.485
1395,-68,33.24,200,33.24
1396,-62,34.765,200,34.765
1397,-42,34.4,200,34.4
1398,-50,34.285,200,34.285
1399,-42,34.4,200,34.4
1400,-42,34.4,200,34.4
1401,-54,35.67,200,35.67
1402,-38,37.065,200,37.065
1403,-46,36.0,200,36.0
1404,-38,37.065,200,37.065
1405,-42,36.485,200,36.485
1406,-42,36.16,200,36.16
1407,-38,37.065,200,37.065
1408,-64,33.05,200,33.05
1409,-42,34.4,200,34.4
1410,-42,34.4,200,34.4
1411,-42,34.4,200,34.4
1412,-42,34.4,200,34.4
1413,-42,34.4,200,34.4
1414,-76,34.075,200,34.075
1415,-38,37.065,200,37.065
1416,-102,36.005,200,36.005
1417,-38,37.065,200,37.065
1418,-38,37.065,200,37.065
1419,-38,37.065,200,37.065
1420,-58,36.4,200,36.4
1421,-38,37.065,200,37.065
1422,-38,37.065,200,37.065
1423,-38,37.065,200,37.065
1424,-42,36.485,200,36.485
1425,-52,36.185,200,36.185
1426,-88,34.905,200,34.905
1427,-42,36.485,200,36.485
1428,-102,36.015,200,36.015
1429,-54,35.67,200,35.67
1430,-52,36.025,200,36.025
1431,-38,37.065,200,37.065
1432,-56,35.495,200,35.495
1433,-38,37.065,200,37.065
1434,-82,33.86,200,33.86
1435,-38,37.065,200,37.065
1436,-42,36.365,200,36.365
1437,-46,36.0,200,36.0
1438,-38,37.065,200,37.065
1439,-90,35.515,200,35.515
1440,-38,37.065,200,37.065
1441,-42,36.16,200,36.16
1442,-42,36.485,200,36.485
1443,-38,37.065,200,37.065
1444,-38,37.065,200,37.065
1445,-42,34.4,200,34.4
1446,-38,37.065,200,37.065
1447,-154,31.13,200,31.13
1448,-70,33.015,200,33.015
1449,-52,35.8,200,35.8
1450,-38,37.065,200,37.065
1451,-122,31.945,200,31.945
1452,-42,36.365,200,36.365
1453,-54,33.775,200,33.775
1454,-42,34.4,200,34.4
1455,-146,29.765,200,29.765
1456,-38,37.065,200,37.065
1457,-72,32.965,200,32.965
1458,-126,34.075,200,34.075
1459,-78,32.1,200,32.1
1460,-76,34.61,200,34.61
1461,-42,34.4,200,34.4
1462,-54,33.775,200,33.775
1463,-64,33.5,200,33.5
1464,-140,32.865,200,32.865
1465,-80,34.125,200,34.125
1466,-42,34.4,200,34.4
1467,-112,33.49,200,33.49
1468,-64,32.915,200,32.915
1469,-98,31.96,200,31.96
1470,-38,37.065,200,37.065
1471,-42,36.365,200,36.365
1472,-38,37.065,200,37.065
1473,-38,37.065,200,37.065
1474,-38,37.065,200,37.065
1475,-52,36.185,200,36.185
1476,-42,36.16,200,36.16
1477,-86,33.445,200,33.445
1478,-64,35.495,200,35.495
1479,-112,32.295,200,32.295
1480,-146,30.33,200,30.33
1481,-82,32.245,200,32.245
1482,-38,37.065,200,37.065
1483,-52,35.8,200,35.8
1484,-58,36.4,200,36.4
1485,-98,36.585,200,36.585
1486,-38,37.065,200,37.065
1487,-38,37.065,200,37.065
1488,-70,35.38,200,35.38
1489,-42,36.365,200,36.365
1490,-58,36.4,200,36.4
1491,-56,35.495,200,35.495
1492,-42,36.16,200,36.16
1493,-42,36.485,200,36.485
1494,-46,36.0,200,36.0
1495,-116,35.3,200,35.3
1496,-42,36.485,200,36.485
1497,-70,34.955,200,34.955
1498,-42,34.4,200,34.4
1499,-42,34.4,200,34.4
1500,-58,33.64,200,33.64
1501,-58,34.185,200,34.185
1502,-54,33.775,200,33.775
1503,-74,34.23,200,34.23
1504,-42,34.4,200,34.4
1505,-42,34.4,200,34.4
1506,-50,36.39,200,36.39
1507,-42,34.4,200,34.4
1508,-56,33.465,200,33.465
1509,-90,33.43,200,33.43
1510,-42,34.4,200,34.4
1511,-42,36.485,200,36.485
1512,-80,34.21,200,34.21
1513,-92,33.575,200,33.575
1514,-42,34.4,200,34.4
1515,-38,37.065,200,37.065
1516,-50,36.39,200,36.39
1517,-38,37.065,200,37.065
1518,-50,35.695,200,35.695
1519,-52,36.025,200,36.025
1520,-42,36.365,200,36.365
1521,-38,37.065,200,37.065
1522,-94,33.285,200,33.285
1523,-56,35.495,200,35.495
1524,-64,32.915,200,32.915
1525,-72,35.56,200,35.56
1526,-38,37.065,200,37.065
1527,-88,32.3,200,32.3
1528,-38,37.065,200,37.065
1529,-82,33.86,200,33.86
1530,-38,37.065,200,37.065
1531,-38,37.065,200,37.065
1532,-38,37.065,200,37.065
1533,-42,34.4,200,34.4
1534,-42,36.16,200,36.16
1535,-38,37.065,200,37.065
1536,-46,36.0,200,36.0
1537,-38,37.065,200,37.065
1538,-38,37.065,200,37.065
1539,-86,31.815,200,31.815
1540,-42,36.485,200,36.485
1541,-58,35.675,200,35.675
1542,-58,36.4,200,36.4
1543,-38,37.065,200,37.065
1544,-38,37.065,200,37.065
1545,-38,37.065,200,37.065
1546,-42,34.4,200,34.4
1547,-42,36.485,200,36.485
1548,-38,37.065,200,37.065
1549,-42,36.365,200,36.365
1550,-38,37.065,200,37.065
1551,-38,37.065,200,37.065
1552,-38,37.065,200,37.065
1553,-62,34.63,200,34.63
1554,-78,32.27,200,32.27
1555,-42,34.4,200,34.4
1556,-84,32.165,200,32.165
1557,-42,34.4,200,34.4
1558,-50,34.285,200,34.285
1559,-70,33.055,200,33.055
1560,-42,34.4,200,34.4
1561,-42,34.4,200,34.4
1562,-82,33.46,200,33.46
1563,-64,32.915,200,32.915
1564,-42,34.4,200,34.4
1565,-118,31.585,200,31.585
1566,-42,34.4,200,34.4
1567,-42,34.4,200,34.4
1568,-78,32.27,200,32.27
1569,-54,33.775,200,33.775
1570,-42,34.4,200,34.4
1571,-111,34.11,200,34.11
1572,-38,37.065,200,37.065
1573,-42,34.4,200,34.4
1574,-42,34.4,200,34.4
1575,-42,36.485,200,36.485
1576,-38,37.065,200,37.065
1577,-42,34.4,200,34.4
1578,-42,34.4,200,34.4
1579,-42,36.365,200,36.365
1580,-62,33.175,200,33.175
1581,-42,34.4,200,34.4
1582,-42,34.4,200,34.4
1583,-60,33.335,200,33.335
1584,-42,34.4,200,34.4
1585,-50,34.285,200,34.285
1586,-42,34.4,200,34.4
1587,-42,34.4,200,34.4
1588,-64,32.915,200,32.915
1589,-42,34.4,200,34.4
1590,-78,33.605,200,33.605
1591,-42,34.4,200,34.4
1592,-42,34.4,200,34.4
1593,-42,34.4,200,34.4
1594,-50,34.285,200,34.285
1595,-42,34.4,200,34.4
1596,-42,34.4,200,34.4
1597,-42,34.4,200,34.4
1598,-58,33.64,200,33.64
1599,-42,34.4,200,34.4
1600,-42,34.4,200,34.4
1601,-42,34.4,200,34.4
1602,-54,33.775,200,33.775
1603,-72,33.085,200,33.085
1604,-54,33.775,200,33.775
1605,-80,32.25,200,32.25
1606,-50,34.285,200,34.285
1607,-42,34.4,200,34.4
1608,-42,34.4,200,34.4
1609,-42,34.4,200,34.4
1610,-42,34.4,200,34.4
1611,-42,34.4,200,34.4
1612,-42,34.4,200,34.4
1613,-50,34.285,200,34.285
1614,-96,31.025,200,31.025
1615,-58,34.185,200,34.185
1616,-42,34.4,200,34.4
1617,-42,34.4,200,34.4
1618,-62,33.175,200,33.175
1619,-42,34.4,200,34.4
1620,-74,32.265,200,32.265
1621,-42,34.4,200,34.4
1622,-42,34.4,200,34.4
1623,-42,34.4,200,34.4
1624,-42,34.4,200,34.4
1625,-42,34.4,200,34.4
1626,-42,34.4,200,34.4
1627,-70,32.345,200,32.345
1628,-42,34.4,200,34.4
1629,-42,34.4,200,34.4
1630,-42,34.4,200,34.4
1631,-42,34.4,200,34.4
1632,-42,34.4,200,34.4
1633,-42,34.4,200,34.4
1634,-42,34.4,200,34.4
1635,-68,35.025,200,35.025
1636,-112,33.395,200,33.395
1637,-38,37.065,200,37.065
1638,-42,34.4,200,34.4
1639,-76,32.54,200,32.54
1640,-68,33.2,200,33.2
1641,-42,34.4,200,34.4
1642,-42,34.4,200,34.4
1643,-42,34.4,200,34.4
1644,-74,32.385,200,32.385
1645,-80,31.95,200,31.95
1646,-42,34.4,200,34.4
1647,-84,33.845,200,33.845
1648,-42,34.4,200,34.4
1649,-42,34.4,200,34.4
1650,-42,34.4,200,34.4
1651,-58,34.185,200,34.185
1652,-94,33.045,200,33.045
1653,-62,33.175,200,33.175
1654,-92,33.465,200,33.465
1655,-42,34.4,200,34.4
1656,-98,34.23,200,34.23
1657,-56,35.45,200,35.45
1658,-38,37.065,200,37.065
1659,-52,36.025,200,36.025
1660,-58,35.51,200,35.51
1661,-38,37.065,200,37.065
1662,-42,34.4,200,34.4
1663,-42,34.4,200,34.4
1664,-42,34.4,200,34.4
1665,-42,34.4,200,34.4
1666,-38,37.065,200,37.065
1667,-42,34.4,200,34.4
1668,-42,34.4,200,34.4
1669,-38,37.065,200,37.065
1670,-42,36.365,200,36.365
1671,-42,34.4,200,34.4
1672,-62,33.175,200,33.175
1673,-58,34.185,200,34.185
1674,-42,34.4,200,34.4
1675,-42,34.4,200,34.4
1676,-88,32.345,200,32.345
1677,-42,34.4,200,34.4
1678,-42,34.4,200,34.4
1679,-60,33.335,200,33.335
1680,-116,30.255,200,30.255
1681,-42,34.4,200,34.4
1682,-50,34.285,200,34.285
1683,-42,34.4,200,34.4
1684,-42,34.4,200,34.4
1685,-42,34.4,200,34.4
